age,workclass,education,occupation,hours-per-week,income
24.0,Private,HS-grad,Tech-support,40,<=50K
57.0,Private,10th,Craft-repair,40,<=50K
28.0,Private,Some-college,Exec-managerial,35,<=50K
59.0,Private,Bachelors,Exec-managerial,50,>50K
39.0,Private,HS-grad,Adm-clerical,48,<=50K
26.0,Private,HS-grad,Machine-op-inspct,50,<=50K
17.0,Private,11th,Sales,23,<=50K
45.0,Self-emp-not-inc,Prof-school,Prof-specialty,40,>50K
64.0,Local-gov,HS-grad,Prof-specialty,20,<=50K
72.0,Others,Bachelors,Others,4,<=50K
55.0,Private,Masters,Prof-specialty,40,<=50K
47.0,Private,HS-grad,Craft-repair,16,<=50K
43.0,Private,Some-college,Handlers-cleaners,40,<=50K
46.0,Self-emp-not-inc,HS-grad,Other-service,40,<=50K
54.0,Private,HS-grad,Exec-managerial,40,>50K
26.0,Private,Bachelors,Prof-specialty,40,<=50K
28.0,State-gov,Bachelors,Prof-specialty,40,<=50K
57.0,Private,Assoc-voc,Adm-clerical,40,<=50K
35.0,Private,HS-grad,Machine-op-inspct,40,<=50K
61.0,Self-emp-not-inc,HS-grad,Craft-repair,40,<=50K
48.0,Private,Some-college,Exec-managerial,65,<=50K
30.0,Self-emp-not-inc,Bachelors,Sales,55,>50K
70.0,Self-emp-not-inc,Assoc-voc,Farming-fishing,40,<=50K
30.0,Local-gov,9th,Farming-fishing,40,<=50K
34.0,Private,HS-grad,Exec-managerial,40,<=50K
26.0,Private,Bachelors,Exec-managerial,40,<=50K
41.0,Self-emp-not-inc,12th,Craft-repair,40,<=50K
19.0,Private,Some-college,Handlers-cleaners,30,<=50K
59.0,Private,HS-grad,Machine-op-inspct,40,<=50K
48.0,Private,Bachelors,Other-service,40,>50K
30.0,Local-gov,HS-grad,Craft-repair,70,>50K
52.0,Private,HS-grad,Craft-repair,32,<=50K
43.0,Private,Bachelors,Sales,50,<=50K
51.0,State-gov,Bachelors,Prof-specialty,40,>50K
25.0,Private,Some-college,Adm-clerical,40,<=50K
31.0,Private,Some-college,Farming-fishing,40,<=50K
19.0,Private,HS-grad,Craft-repair,40,<=50K
29.0,Private,Assoc-voc,Adm-clerical,70,<=50K
40.0,Private,HS-grad,Craft-repair,45,<=50K
40.0,Private,Assoc-voc,Adm-clerical,40,<=50K
45.0,Private,11th,Craft-repair,40,<=50K
58.0,State-gov,HS-grad,Adm-clerical,40,<=50K
28.0,Local-gov,Masters,Prof-specialty,50,<=50K
43.0,Local-gov,Bachelors,Prof-specialty,40,>50K
40.0,State-gov,Bachelors,Exec-managerial,40,<=50K
55.0,Private,Some-college,Tech-support,56,<=50K
18.0,Private,HS-grad,Sales,24,<=50K
36.0,Private,HS-grad,Craft-repair,40,>50K
21.0,Private,HS-grad,Sales,30,<=50K
45.0,Private,Masters,Exec-managerial,40,>50K
53.0,Private,Bachelors,Farming-fishing,60,<=50K
33.0,Private,HS-grad,Adm-clerical,40,<=50K
35.0,Self-emp-not-inc,Some-college,Other-service,20,<=50K
35.0,Private,HS-grad,Sales,29,<=50K
41.0,Private,HS-grad,Adm-clerical,40,<=50K
44.0,Self-emp-not-inc,Bachelors,Sales,45,>50K
61.0,Private,HS-grad,Sales,40,<=50K
18.0,Private,Some-college,Other-service,12,<=50K
42.0,State-gov,Bachelors,Exec-managerial,38,<=50K
28.0,Private,HS-grad,Exec-managerial,40,<=50K
53.0,Private,HS-grad,Handlers-cleaners,40,>50K
51.0,Private,HS-grad,Adm-clerical,40,<=50K
32.0,Private,Bachelors,Prof-specialty,40,<=50K
35.0,Private,HS-grad,Handlers-cleaners,40,<=50K
44.0,Private,Bachelors,Machine-op-inspct,56,<=50K
25.0,Others,Assoc-acdm,Others,20,<=50K
38.0,State-gov,Bachelors,Prof-specialty,40,<=50K
28.0,State-gov,Bachelors,Protective-serv,50,>50K
36.0,Private,HS-grad,Machine-op-inspct,40,<=50K
40.0,State-gov,Bachelors,Adm-clerical,32,<=50K
37.0,Private,Assoc-voc,Sales,40,<=50K
18.0,Private,11th,Other-service,20,<=50K
51.0,Private,Some-college,Sales,50,<=50K
42.0,Private,Some-college,Sales,80,>50K
41.0,Private,Assoc-voc,Adm-clerical,40,<=50K
45.0,Others,HS-grad,Others,25,<=50K
32.0,State-gov,Bachelors,Adm-clerical,38,>50K
24.0,Private,Some-college,Machine-op-inspct,40,<=50K
63.0,Private,10th,Machine-op-inspct,20,<=50K
67.0,Self-emp-inc,Some-college,Sales,40,>50K
36.0,Private,HS-grad,Prof-specialty,50,<=50K
52.0,Private,12th,Exec-managerial,60,>50K
32.0,Private,HS-grad,Machine-op-inspct,40,>50K
38.0,Private,Some-college,Adm-clerical,45,<=50K
33.0,Private,Bachelors,Prof-specialty,10,<=50K
50.0,Private,HS-grad,Sales,40,<=50K
55.0,Private,HS-grad,Adm-clerical,40,<=50K
47.0,Others,Some-college,Others,42,<=50K
30.0,Private,HS-grad,Craft-repair,40,<=50K
36.0,Private,HS-grad,Machine-op-inspct,40,>50K
45.0,Private,Bachelors,Craft-repair,40,>50K
22.0,Private,HS-grad,Priv-house-serv,40,<=50K
34.0,Private,HS-grad,Sales,50,>50K
37.0,Private,Some-college,Exec-managerial,60,<=50K
57.0,Private,7th-8th,Other-service,29,<=50K
29.0,Private,Some-college,Craft-repair,40,<=50K
31.0,Private,HS-grad,Transport-moving,40,<=50K
32.0,Private,Some-college,Other-service,40,<=50K
45.0,Others,Bachelors,Others,45,>50K
31.0,Private,HS-grad,Craft-repair,40,<=50K
29.0,Private,HS-grad,Transport-moving,30,<=50K
30.0,State-gov,Bachelors,Prof-specialty,40,<=50K
43.0,Self-emp-not-inc,HS-grad,Exec-managerial,50,<=50K
50.0,Private,Doctorate,Prof-specialty,50,>50K
37.0,Local-gov,Bachelors,Prof-specialty,60,<=50K
59.0,Local-gov,Masters,Prof-specialty,35,<=50K
18.0,Local-gov,HS-grad,Adm-clerical,40,<=50K
25.0,Private,Bachelors,Other-service,43,<=50K
36.0,Private,Some-college,Craft-repair,52,<=50K
17.0,Private,10th,Sales,12,<=50K
55.0,Local-gov,HS-grad,Craft-repair,40,>50K
47.0,Local-gov,HS-grad,Other-service,40,<=50K
17.0,Others,10th,Others,16,<=50K
18.0,Private,Some-college,Other-service,30,<=50K
46.0,Federal-gov,Some-college,Adm-clerical,80,>50K
31.0,Private,HS-grad,Craft-repair,40,<=50K
61.0,Private,HS-grad,Machine-op-inspct,40,<=50K
43.0,Federal-gov,Bachelors,Prof-specialty,40,>50K
26.0,Private,Bachelors,Exec-managerial,50,<=50K
32.0,Private,HS-grad,Transport-moving,40,<=50K
52.0,Federal-gov,HS-grad,Protective-serv,40,<=50K
55.0,Private,Masters,Prof-specialty,40,<=50K
67.0,Private,HS-grad,Adm-clerical,40,<=50K
25.0,Private,Some-college,Other-service,48,<=50K
33.0,Private,Bachelors,Prof-specialty,50,>50K
29.0,Private,Assoc-acdm,Exec-managerial,38,<=50K
20.0,Private,Some-college,Priv-house-serv,40,<=50K
58.0,Others,Some-college,Others,40,<=50K
56.0,Others,Bachelors,Others,20,<=50K
37.0,Private,Some-college,Transport-moving,45,>50K
36.0,Private,7th-8th,Sales,35,<=50K
21.0,Self-emp-inc,Some-college,Farming-fishing,60,<=50K
26.0,Private,HS-grad,Other-service,16,<=50K
52.0,Private,Assoc-acdm,Machine-op-inspct,40,<=50K
48.0,Private,HS-grad,Prof-specialty,40,>50K
34.0,Private,Bachelors,Sales,50,>50K
37.0,Private,Assoc-voc,Prof-specialty,48,>50K
37.0,Local-gov,Bachelors,Prof-specialty,45,<=50K
42.0,Private,HS-grad,Tech-support,40,>50K
23.0,Private,Some-college,Handlers-cleaners,25,<=50K
37.0,Private,HS-grad,Transport-moving,50,<=50K
45.0,Private,Doctorate,Prof-specialty,40,>50K
28.0,Federal-gov,Some-college,Tech-support,40,<=50K
78.0,Private,Bachelors,Sales,40,<=50K
54.0,Local-gov,Masters,Prof-specialty,37,>50K
23.0,Private,Some-college,Adm-clerical,24,<=50K
50.0,Others,HS-grad,Others,40,<=50K
35.0,Private,HS-grad,Machine-op-inspct,40,<=50K
37.0,Private,HS-grad,Handlers-cleaners,40,<=50K
31.0,Federal-gov,HS-grad,Adm-clerical,40,<=50K
24.0,Private,Bachelors,Tech-support,42,<=50K
52.0,Private,Some-college,Machine-op-inspct,40,<=50K
18.0,Others,HS-grad,Others,30,<=50K
35.0,Private,HS-grad,Sales,40,<=50K
51.0,Private,Masters,Exec-managerial,40,>50K
41.0,Private,HS-grad,Exec-managerial,65,>50K
57.0,State-gov,Some-college,Adm-clerical,40,>50K
22.0,Private,HS-grad,Sales,40,<=50K
37.0,Private,Bachelors,Farming-fishing,45,<=50K
74.0,Private,HS-grad,Adm-clerical,35,>50K
56.0,Private,HS-grad,Sales,40,<=50K
33.0,Private,HS-grad,Exec-managerial,48,<=50K
31.0,Local-gov,Some-college,Protective-serv,30,<=50K
41.0,Local-gov,Bachelors,Prof-specialty,35,>50K
26.0,Private,Bachelors,Adm-clerical,40,<=50K
59.0,Local-gov,10th,Other-service,25,<=50K
23.0,Private,HS-grad,Sales,60,<=50K
35.0,Private,HS-grad,Transport-moving,40,<=50K
50.0,State-gov,Assoc-voc,Adm-clerical,40,<=50K
52.0,Self-emp-not-inc,Some-college,Prof-specialty,32,<=50K
31.0,Private,Some-college,Exec-managerial,40,<=50K
37.0,Private,HS-grad,Other-service,35,<=50K
48.0,Private,Some-college,Craft-repair,40,<=50K
50.0,Local-gov,Some-college,Protective-serv,40,<=50K
30.0,Private,HS-grad,Handlers-cleaners,40,<=50K
24.0,Private,HS-grad,Other-service,40,<=50K
57.0,Self-emp-not-inc,HS-grad,Craft-repair,60,<=50K
49.0,Self-emp-not-inc,Assoc-voc,Transport-moving,48,<=50K
23.0,Private,Bachelors,Exec-managerial,40,<=50K
20.0,Private,Some-college,Sales,36,<=50K
52.0,Local-gov,HS-grad,Other-service,40,>50K
56.0,Private,Bachelors,Exec-managerial,50,>50K
57.0,Federal-gov,Masters,Exec-managerial,60,>50K
20.0,Private,Some-college,Protective-serv,40,<=50K
43.0,Private,HS-grad,Craft-repair,35,<=50K
41.0,Self-emp-inc,Prof-school,Prof-specialty,50,>50K
45.0,Private,Some-college,Sales,40,<=50K
36.0,Private,HS-grad,Machine-op-inspct,45,<=50K
62.0,Federal-gov,9th,Other-service,40,<=50K
19.0,Self-emp-inc,HS-grad,Other-service,6,<=50K
24.0,Private,Some-college,Exec-managerial,50,<=50K
19.0,Self-emp-not-inc,HS-grad,Tech-support,20,<=50K
20.0,Others,HS-grad,Others,40,<=50K
32.0,Private,Bachelors,Sales,40,<=50K
44.0,Self-emp-not-inc,Some-college,Adm-clerical,45,<=50K
53.0,Local-gov,7th-8th,Transport-moving,40,<=50K
45.0,Private,7th-8th,Other-service,36,<=50K
39.0,Private,Masters,Exec-managerial,50,>50K
55.0,Private,Masters,Prof-specialty,25,>50K
30.0,Private,Bachelors,Sales,55,<=50K
39.0,Federal-gov,Some-college,Exec-managerial,40,>50K
23.0,Local-gov,HS-grad,Protective-serv,45,<=50K
28.0,Self-emp-not-inc,Bachelors,Sales,48,<=50K
42.0,Private,Assoc-voc,Craft-repair,40,>50K
35.0,Private,HS-grad,Machine-op-inspct,40,<=50K
39.0,Private,HS-grad,Other-service,25,<=50K
29.0,Private,Bachelors,Tech-support,20,<=50K
21.0,Self-emp-not-inc,HS-grad,Farming-fishing,35,<=50K
35.0,Private,Masters,Adm-clerical,38,<=50K
42.0,Private,Some-college,Exec-managerial,40,<=50K
28.0,Private,9th,Machine-op-inspct,30,<=50K
57.0,Private,7th-8th,Prof-specialty,20,<=50K
59.0,Others,HS-grad,Others,45,<=50K
37.0,Self-emp-not-inc,Prof-school,Prof-specialty,50,>50K
20.0,Private,HS-grad,Machine-op-inspct,40,<=50K
46.0,Self-emp-not-inc,Some-college,Exec-managerial,50,<=50K
28.0,Private,Some-college,Tech-support,40,<=50K
32.0,Private,Some-college,Other-service,38,<=50K
20.0,Private,9th,Transport-moving,35,<=50K
38.0,Local-gov,Bachelors,Protective-serv,40,<=50K
36.0,Private,Bachelors,Prof-specialty,45,<=50K
30.0,Private,Masters,Prof-specialty,16,<=50K
35.0,Private,Masters,Exec-managerial,45,>50K
30.0,State-gov,Masters,Prof-specialty,50,<=50K
56.0,Private,9th,Protective-serv,40,<=50K
30.0,Private,9th,Farming-fishing,40,<=50K
21.0,Others,Some-college,Others,20,<=50K
17.0,Others,10th,Others,35,<=50K
49.0,Private,HS-grad,Craft-repair,40,<=50K
37.0,Private,Bachelors,Prof-specialty,40,>50K
52.0,Others,Bachelors,Others,8,<=50K
55.0,Private,HS-grad,Other-service,33,<=50K
24.0,Private,11th,Sales,20,<=50K
23.0,Private,HS-grad,Sales,30,<=50K
31.0,Private,Some-college,Adm-clerical,39,<=50K
17.0,Others,10th,Others,14,<=50K
50.0,Private,HS-grad,Handlers-cleaners,38,<=50K
33.0,Private,HS-grad,Sales,55,<=50K
24.0,Private,Bachelors,Sales,40,<=50K
37.0,Private,12th,Other-service,45,<=50K
31.0,Self-emp-not-inc,10th,Transport-moving,60,<=50K
77.0,Others,Some-college,Others,8,<=50K
21.0,Private,Bachelors,Adm-clerical,38,<=50K
18.0,Private,Some-college,Sales,10,<=50K
25.0,Private,HS-grad,Craft-repair,40,<=50K
57.0,Private,Assoc-voc,Craft-repair,40,<=50K
25.0,Private,Some-college,Prof-specialty,60,<=50K
62.0,Self-emp-not-inc,Some-college,Exec-managerial,20,<=50K
35.0,Private,Assoc-voc,Tech-support,48,>50K
26.0,Private,Some-college,Prof-specialty,40,<=50K
47.0,Private,HS-grad,Other-service,40,<=50K
25.0,Private,Assoc-acdm,Exec-managerial,40,<=50K
33.0,Private,Assoc-voc,Prof-specialty,40,<=50K
28.0,Private,Bachelors,Handlers-cleaners,40,<=50K
42.0,Self-emp-not-inc,Prof-school,Prof-specialty,40,>50K
50.0,Private,Masters,Exec-managerial,40,>50K
50.0,Private,HS-grad,Machine-op-inspct,40,<=50K
23.0,Others,HS-grad,Others,40,<=50K
27.0,Others,Some-college,Others,25,<=50K
51.0,Private,HS-grad,Sales,50,>50K
37.0,Private,Some-college,Tech-support,39,<=50K
25.0,Private,Bachelors,Adm-clerical,35,<=50K
38.0,Private,Bachelors,Adm-clerical,42,>50K
60.0,Federal-gov,Prof-school,Prof-specialty,60,>50K
66.0,Others,HS-grad,Others,50,<=50K
74.0,Private,Some-college,Sales,24,>50K
37.0,Private,Masters,Prof-specialty,70,<=50K
26.0,Private,Bachelors,Exec-managerial,40,<=50K
39.0,Private,Some-college,Exec-managerial,40,>50K
19.0,Others,HS-grad,Others,8,<=50K
35.0,Private,10th,Adm-clerical,36,<=50K
43.0,Local-gov,Masters,Prof-specialty,40,<=50K
31.0,Self-emp-inc,HS-grad,Sales,50,>50K
35.0,Self-emp-inc,Some-college,Exec-managerial,50,<=50K
30.0,Private,Some-college,Sales,65,<=50K
22.0,Private,HS-grad,Other-service,20,<=50K
36.0,Private,7th-8th,Machine-op-inspct,40,<=50K
19.0,Private,Some-college,Sales,34,<=50K
36.0,Private,HS-grad,Craft-repair,75,<=50K
29.0,State-gov,Bachelors,Protective-serv,40,<=50K
30.0,Local-gov,Some-college,Protective-serv,40,<=50K
31.0,Private,HS-grad,Adm-clerical,40,<=50K
27.0,Private,HS-grad,Sales,40,<=50K
44.0,Others,Assoc-voc,Others,40,<=50K
17.0,Private,11th,Adm-clerical,15,<=50K
36.0,Private,HS-grad,Craft-repair,40,>50K
43.0,Private,Bachelors,Adm-clerical,40,>50K
46.0,Self-emp-not-inc,9th,Sales,40,<=50K
24.0,Private,HS-grad,Adm-clerical,20,<=50K
42.0,Private,Some-college,Transport-moving,40,<=50K
55.0,State-gov,Some-college,Craft-repair,43,>50K
61.0,Self-emp-not-inc,Assoc-voc,Craft-repair,40,<=50K
20.0,Private,HS-grad,Sales,10,<=50K
60.0,Private,Some-college,Sales,40,<=50K
24.0,Private,Assoc-voc,Adm-clerical,40,<=50K
33.0,Private,Bachelors,Prof-specialty,51,<=50K
67.0,Self-emp-not-inc,Some-college,Prof-specialty,50,>50K
34.0,Private,HS-grad,Exec-managerial,50,<=50K
34.0,Private,Some-college,Other-service,30,<=50K
38.0,Private,Some-college,Prof-specialty,40,<=50K
50.0,Private,Bachelors,Exec-managerial,40,<=50K
45.0,Private,Some-college,Craft-repair,46,<=50K
55.0,Others,HS-grad,Others,35,<=50K
18.0,Private,HS-grad,Sales,35,<=50K
26.0,Others,10th,Others,40,<=50K
40.0,Private,Assoc-voc,Adm-clerical,30,<=50K
37.0,Self-emp-inc,Some-college,Craft-repair,40,<=50K
35.0,Private,10th,Machine-op-inspct,45,<=50K
22.0,Private,Some-college,Prof-specialty,25,<=50K
33.0,Private,HS-grad,Craft-repair,40,<=50K
42.0,Local-gov,Some-college,Adm-clerical,40,>50K
36.0,Private,Some-college,Machine-op-inspct,40,<=50K
41.0,Private,Some-college,Exec-managerial,60,<=50K
39.0,Private,HS-grad,Adm-clerical,40,<=50K
63.0,Private,Some-college,Handlers-cleaners,40,>50K
52.0,Private,Some-college,Sales,60,>50K
36.0,Private,10th,Other-service,35,<=50K
27.0,Private,Masters,Sales,42,<=50K
19.0,Private,11th,Other-service,15,<=50K
66.0,Private,Some-college,Prof-specialty,40,>50K
74.0,State-gov,Some-college,Exec-managerial,40,>50K
17.0,Others,9th,Others,5,<=50K
37.0,Private,Assoc-voc,Craft-repair,45,<=50K
52.0,Self-emp-not-inc,HS-grad,Craft-repair,50,>50K
21.0,Others,Some-college,Others,40,<=50K
44.0,Private,Masters,Exec-managerial,40,>50K
24.0,Private,Bachelors,Sales,65,<=50K
19.0,Others,Some-college,Others,18,<=50K
31.0,Private,Assoc-voc,Adm-clerical,45,<=50K
42.0,Self-emp-inc,Some-college,Exec-managerial,40,>50K
35.0,Private,Bachelors,Prof-specialty,15,>50K
35.0,Self-emp-inc,Assoc-voc,Craft-repair,55,<=50K
26.0,State-gov,Prof-school,Prof-specialty,80,<=50K
39.0,Self-emp-not-inc,Some-college,Machine-op-inspct,40,<=50K
38.0,Private,Bachelors,Adm-clerical,50,<=50K
39.0,Local-gov,Bachelors,Exec-managerial,40,>50K
35.0,Private,Bachelors,Tech-support,40,>50K
40.0,Private,HS-grad,Craft-repair,45,<=50K
64.0,Private,Prof-school,Prof-specialty,40,>50K
22.0,Others,Some-college,Others,40,<=50K
49.0,Private,Bachelors,Prof-specialty,45,<=50K
26.0,Private,10th,Handlers-cleaners,38,<=50K
38.0,Others,Some-college,Others,25,<=50K
34.0,Self-emp-inc,Bachelors,Exec-managerial,50,>50K
54.0,Private,Some-college,Tech-support,40,<=50K
22.0,Private,Some-college,Other-service,10,<=50K
64.0,Private,Assoc-acdm,Craft-repair,40,>50K
22.0,Private,HS-grad,Sales,20,<=50K
40.0,Self-emp-inc,Bachelors,Exec-managerial,55,>50K
36.0,Private,HS-grad,Machine-op-inspct,40,>50K
20.0,Others,HS-grad,Others,40,<=50K
49.0,Private,Some-college,Adm-clerical,40,<=50K
42.0,Private,HS-grad,Craft-repair,40,>50K
48.0,Private,Bachelors,Exec-managerial,50,>50K
27.0,Private,12th,Craft-repair,40,<=50K
30.0,Private,11th,Exec-managerial,40,<=50K
22.0,Private,HS-grad,Sales,28,<=50K
36.0,Private,HS-grad,Craft-repair,45,<=50K
53.0,Private,Some-college,Adm-clerical,40,<=50K
32.0,Private,HS-grad,Craft-repair,40,<=50K
48.0,Private,Some-college,Exec-managerial,50,<=50K
40.0,Private,Assoc-acdm,Sales,40,>50K
24.0,Private,Bachelors,Prof-specialty,40,<=50K
35.0,Self-emp-not-inc,Prof-school,Prof-specialty,40,>50K
35.0,Self-emp-not-inc,Some-college,Craft-repair,40,>50K
17.0,Others,Some-college,Others,15,<=50K
28.0,Private,Bachelors,Adm-clerical,40,<=50K
30.0,Private,HS-grad,Transport-moving,80,<=50K
37.0,Private,Bachelors,Exec-managerial,50,<=50K
23.0,Private,HS-grad,Sales,40,<=50K
17.0,Private,10th,Sales,22,<=50K
47.0,Private,HS-grad,Exec-managerial,55,>50K
43.0,Private,Some-college,Prof-specialty,40,>50K
39.0,Local-gov,Some-college,Exec-managerial,40,>50K
37.0,Private,HS-grad,Adm-clerical,40,<=50K
23.0,Private,HS-grad,Sales,35,<=50K
41.0,Private,HS-grad,Sales,40,<=50K
22.0,Private,HS-grad,Other-service,35,<=50K
30.0,Others,Bachelors,Others,35,<=50K
39.0,Private,Doctorate,Exec-managerial,60,>50K
65.0,Private,HS-grad,Craft-repair,50,>50K
61.0,Local-gov,Bachelors,Prof-specialty,63,>50K
20.0,Private,12th,Other-service,30,<=50K
37.0,Local-gov,HS-grad,Other-service,55,<=50K
39.0,Private,Bachelors,Sales,60,<=50K
27.0,Private,HS-grad,Other-service,40,<=50K
32.0,Self-emp-not-inc,10th,Exec-managerial,55,<=50K
54.0,Private,Some-college,Adm-clerical,35,<=50K
39.0,Private,Bachelors,Prof-specialty,40,>50K
17.0,Private,11th,Other-service,20,<=50K
23.0,Private,HS-grad,Sales,27,<=50K
19.0,Private,11th,Sales,25,<=50K
55.0,Local-gov,Some-college,Adm-clerical,40,<=50K
36.0,Private,Assoc-acdm,Tech-support,3,<=50K
27.0,Private,11th,Craft-repair,40,<=50K
23.0,Private,Some-college,Machine-op-inspct,40,<=50K
38.0,Local-gov,Bachelors,Prof-specialty,55,<=50K
22.0,Private,HS-grad,Craft-repair,40,<=50K
31.0,Private,Bachelors,Exec-managerial,40,>50K
53.0,Private,Bachelors,Exec-managerial,60,>50K
67.0,Local-gov,Bachelors,Exec-managerial,20,<=50K
42.0,Private,HS-grad,Adm-clerical,55,>50K
29.0,Private,Assoc-voc,Machine-op-inspct,40,<=50K
31.0,Private,Some-college,Sales,40,<=50K
22.0,Private,10th,Handlers-cleaners,40,<=50K
50.0,Private,HS-grad,Adm-clerical,40,<=50K
41.0,Self-emp-inc,Assoc-acdm,Prof-specialty,50,>50K
68.0,Others,Bachelors,Others,2,<=50K
42.0,Self-emp-inc,Bachelors,Exec-managerial,50,>50K
20.0,Private,Some-college,Sales,20,<=50K
18.0,Private,HS-grad,Sales,40,<=50K
31.0,Private,7th-8th,Machine-op-inspct,20,<=50K
56.0,Private,Some-college,Exec-managerial,40,>50K
23.0,Private,HS-grad,Craft-repair,40,<=50K
45.0,Others,Assoc-voc,Others,32,<=50K
22.0,Others,Some-college,Others,30,<=50K
23.0,Private,Bachelors,Adm-clerical,46,<=50K
54.0,Self-emp-not-inc,HS-grad,Sales,50,>50K
34.0,Private,Assoc-acdm,Sales,38,>50K
36.0,Private,Some-college,Exec-managerial,10,<=50K
29.0,Private,Assoc-voc,Adm-clerical,40,<=50K
67.0,Private,9th,Priv-house-serv,6,<=50K
48.0,Federal-gov,Bachelors,Adm-clerical,48,>50K
53.0,State-gov,Masters,Prof-specialty,46,>50K
42.0,Private,7th-8th,Craft-repair,50,>50K
56.0,Private,HS-grad,Farming-fishing,20,<=50K
20.0,Others,Some-college,Others,30,<=50K
40.0,Private,HS-grad,Other-service,40,<=50K
55.0,State-gov,Bachelors,Adm-clerical,40,>50K
61.0,Private,7th-8th,Craft-repair,40,<=50K
35.0,Self-emp-not-inc,Bachelors,Prof-specialty,40,>50K
42.0,Private,HS-grad,Craft-repair,50,<=50K
32.0,Private,Some-college,Transport-moving,60,>50K
19.0,Private,Some-college,Machine-op-inspct,40,<=50K
21.0,Private,Assoc-acdm,Adm-clerical,40,<=50K
39.0,Private,HS-grad,Transport-moving,40,>50K
22.0,Private,HS-grad,Adm-clerical,40,<=50K
23.0,Private,HS-grad,Sales,35,<=50K
49.0,Private,11th,Transport-moving,70,<=50K
57.0,Others,Some-college,Others,32,<=50K
49.0,Local-gov,11th,Handlers-cleaners,40,<=50K
34.0,Private,10th,Other-service,4,<=50K
46.0,Private,11th,Craft-repair,32,<=50K
26.0,Private,Some-college,Other-service,40,<=50K
38.0,Private,HS-grad,Craft-repair,41,<=50K
59.0,Private,10th,Transport-moving,40,<=50K
24.0,Private,Assoc-acdm,Machine-op-inspct,40,<=50K
26.0,Private,Assoc-voc,Adm-clerical,40,<=50K
41.0,Private,Some-college,Sales,50,<=50K
27.0,Private,HS-grad,Adm-clerical,38,<=50K
23.0,Private,HS-grad,Handlers-cleaners,35,<=50K
19.0,Private,9th,Transport-moving,40,<=50K
39.0,Private,HS-grad,Craft-repair,40,<=50K
46.0,Private,Some-college,Craft-repair,40,>50K
28.0,Self-emp-not-inc,HS-grad,Exec-managerial,40,<=50K
62.0,Private,HS-grad,Other-service,40,<=50K
28.0,Private,Assoc-acdm,Adm-clerical,35,<=50K
35.0,Federal-gov,HS-grad,Adm-clerical,40,<=50K
38.0,Private,HS-grad,Craft-repair,42,<=50K
53.0,Self-emp-inc,Doctorate,Exec-managerial,60,>50K
